time,instrument,name,tf,direction,hour,session,score,signals,signal_count,result,rr,hold_bars,phase
2025-11-18T08:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,8,LONDON,75,"ASIAN_BREAK,DEATH_CROSS,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2025-11-18T16:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,16,OVERLAP,75,"EMA_CROSS,TREND_CONT,VWAP",3,WIN,2.143,1,TRAIN
2025-11-25T09:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,9,LONDON,70,"ASIAN_BREAK,TREND_CONT,VWAP",3,LOSS,-1.0,1,TRAIN
2025-12-02T13:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,13,OVERLAP,80,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-02T16:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,16,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-04T09:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,9,LONDON,85,"LONDON_BREAK,ASIAN_BREAK,VWAP,EMA_RIBBON",4,LOSS,-1.0,1,TRAIN
2025-12-04T10:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,10,LONDON,70,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,1,TRAIN
2025-12-04T16:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,16,OVERLAP,85,"EMA_CROSS,TREND_CONT,EMA_RIBBON",3,WIN,2.143,1,TRAIN
2025-12-12T10:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,10,LONDON,70,"EMA_CROSS,ASIAN_BREAK,VWAP",3,WIN,2.143,4,TRAIN
2025-12-18T18:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,18,NEWYORK,70,"TREND_CONT,VWAP,ENGULF",3,WIN,2.143,1,TRAIN
2025-12-23T17:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,17,NEWYORK,85,"VWAP,ENGULF,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2026-01-02T15:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,15,OVERLAP,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-06T09:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,9,LONDON,70,"LONDON_BREAK,ASIAN_BREAK,GOLDEN_CROSS",3,WIN,2.143,4,TRAIN
2026-01-13T09:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,9,LONDON,75,"LONDON_BREAK,ASIAN_BREAK,RETEST",3,WIN,2.143,2,TRAIN
2026-01-23T07:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,7,LONDON,70,"EMA_CROSS,TREND_CONT,ENGULF",3,LOSS,-1.0,1,TRAIN
2026-01-26T16:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,16,OVERLAP,85,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,7,TRAIN
2026-02-06T09:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,9,LONDON,70,"LONDON_BREAK,ASIAN_BREAK,EMA_RIBBON",3,LOSS,-1.0,1,TEST
2026-02-06T15:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,3,TEST
2026-02-17T09:00:00.000000000Z,BCO_USD,BRENT,H1,SHORT,9,LONDON,80,"EMA_CROSS,LONDON_BREAK,ASIAN_BREAK",3,LOSS,-1.0,1,TEST
2026-03-19T09:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,9,LONDON,75,"LONDON_BREAK,ASIAN_BREAK,RETEST",3,LOSS,-1.0,1,TEST
2026-03-23T09:00:00.000000000Z,BCO_USD,BRENT,H1,LONG,9,LONDON,80,"LONDON_BREAK,ASIAN_BREAK,RETEST",3,LOSS,-1.0,1,TEST
2025-12-02T10:00:00.000000000Z,BCO_USD,BRENT,H4,SHORT,10,LONDON,75,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,19,TRAIN
2025-12-22T18:00:00.000000000Z,BCO_USD,BRENT,H4,SHORT,18,NEWYORK,80,"BB_TOUCH,MEAN_REV,STOCH_CROSS",3,LOSS,-1.0,6,TRAIN
2026-01-06T18:00:00.000000000Z,BCO_USD,BRENT,H4,SHORT,18,NEWYORK,95,"TREND_CONT,VWAP,ENGULF,LIQ_SWEEP",4,LOSS,-1.0,12,TRAIN
2026-01-13T10:00:00.000000000Z,BCO_USD,BRENT,H4,LONG,10,LONDON,75,"ASIAN_BREAK,GOLDEN_CROSS,EMA_RIBBON",3,WIN,2.5,8,TRAIN
2026-02-03T14:00:00.000000000Z,BCO_USD,BRENT,H4,LONG,14,OVERLAP,70,"TREND_CONT,ENGULF,STOCH_CROSS",3,WIN,2.5,35,TEST
2026-03-09T09:00:00.000000000Z,BCO_USD,BRENT,H4,LONG,9,LONDON,80,"LONDON_BREAK,ASIAN_BREAK,EMA_RIBBON",3,LOSS,-1.0,1,TEST
2025-10-30T15:00:00.000000000Z,WTICO_USD,WTI,H1,LONG,15,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,8,TRAIN
2025-12-02T16:00:00.000000000Z,WTICO_USD,WTI,H1,LONG,16,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-18T18:00:00.000000000Z,WTICO_USD,WTI,H1,SHORT,18,NEWYORK,70,"TREND_CONT,VWAP,ENGULF",3,WIN,2.143,6,TRAIN
2026-01-02T15:00:00.000000000Z,WTICO_USD,WTI,H1,SHORT,15,OVERLAP,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-02T16:00:00.000000000Z,WTICO_USD,WTI,H1,SHORT,16,OVERLAP,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-02T17:00:00.000000000Z,WTICO_USD,WTI,H1,SHORT,17,NEWYORK,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-08T16:00:00.000000000Z,WTICO_USD,WTI,H1,SHORT,16,OVERLAP,85,"TREND_CONT,RSI_DIV,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2026-01-26T16:00:00.000000000Z,WTICO_USD,WTI,H1,LONG,16,OVERLAP,75,"BB_TOUCH,TREND_CONT,STOCH_CROSS",3,LOSS,-1.0,4,TRAIN
2025-12-22T18:00:00.000000000Z,WTICO_USD,WTI,H4,SHORT,18,NEWYORK,75,"BB_TOUCH,MEAN_REV,STOCH_CROSS",3,LOSS,-1.0,6,TRAIN
2026-01-19T14:00:00.000000000Z,WTICO_USD,WTI,H4,LONG,14,OVERLAP,80,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,WIN,2.5,11,TRAIN
2025-10-15T16:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,16,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-10-29T20:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,20,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-11-03T17:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,17,NEWYORK,75,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,5,TRAIN
2025-11-12T18:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,18,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-03T16:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,16,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-04T17:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,17,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-10T15:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-10T17:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,17,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-11T13:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,13,OVERLAP,70,"EMA_CROSS,TREND_CONT,VWAP",3,LOSS,-1.0,1,TRAIN
2025-12-11T16:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,16,OVERLAP,85,"EMA_CROSS,TREND_CONT,VWAP,ENGULF",4,WIN,2.143,2,TRAIN
2025-12-15T15:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,15,OVERLAP,85,"EMA_CROSS,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-16T16:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,16,OVERLAP,95,"EMA_CROSS,TREND_CONT,VWAP,ENGULF",4,WIN,2.143,1,TRAIN
2025-12-17T13:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,13,OVERLAP,75,"TREND_CONT,RSI_DIV,STOCH_CROSS",3,WIN,2.143,1,TRAIN
2025-12-18T13:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,13,OVERLAP,70,"TREND_CONT,ENGULF,STOCH_CROSS",3,LOSS,-1.0,1,TRAIN
2025-12-23T15:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,15,OVERLAP,85,"VWAP,ENGULF,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-29T19:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,19,NEWYORK,75,"TREND_CONT,RSI_DIV,ENGULF",3,LOSS,-1.0,19,TRAIN
2025-12-31T18:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,18,NEWYORK,70,"TREND_CONT,VWAP,RETEST",3,LOSS,-1.0,1,TRAIN
2025-12-31T19:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,19,NEWYORK,70,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,1,TRAIN
2026-01-02T19:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,19,NEWYORK,75,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-05T13:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,13,OVERLAP,75,"TREND_CONT,RSI_DIV,STOCH_CROSS",3,LOSS,-1.0,1,TRAIN
2026-01-08T16:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,16,OVERLAP,75,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,2,TRAIN
2026-01-09T16:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,16,OVERLAP,80,"VWAP,RETEST,EMA_RIBBON",3,WIN,2.143,1,TRAIN
2026-01-13T17:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,17,NEWYORK,95,"TREND_CONT,VWAP,ENGULF,LIQ_SWEEP",4,LOSS,-1.0,1,TRAIN
2026-01-16T17:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,17,NEWYORK,75,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,1,TRAIN
2026-01-23T15:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2026-01-23T19:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,19,NEWYORK,85,"EMA_CROSS,GOLDEN_CROSS,TREND_CONT,VWAP",4,LOSS,-1.0,2,TRAIN
2026-01-23T20:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,20,NEWYORK,70,"GOLDEN_CROSS,TREND_CONT,VWAP",3,LOSS,-1.0,1,TRAIN
2026-01-26T13:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,13,OVERLAP,70,"EMA_CROSS,TREND_CONT,VWAP",3,WIN,2.143,1,TRAIN
2026-01-28T18:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,18,NEWYORK,75,"BB_TOUCH,TREND_CONT,STOCH_CROSS",3,LOSS,-1.0,1,TRAIN
2026-01-30T17:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,17,NEWYORK,75,"TREND_CONT,VWAP,ENGULF",3,WIN,2.143,1,TRAIN
2026-02-13T19:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,19,NEWYORK,70,"TREND_CONT,ENGULF,STOCH_CROSS",3,WIN,2.143,1,TEST
2026-03-02T19:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,19,NEWYORK,90,"TREND_CONT,ENGULF,STOCH_CROSS,LIQ_SWEEP",4,LOSS,-1.0,1,TEST
2026-03-04T15:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,15,OVERLAP,85,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-05T15:00:00.000000000Z,SPX500_USD,SP500,H1,LONG,15,OVERLAP,85,"VWAP,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-05T16:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,16,OVERLAP,85,"EMA_CROSS,TREND_CONT,ENGULF",3,WIN,2.143,1,TEST
2026-03-10T19:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,19,NEWYORK,85,"VWAP,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,7,TEST
2026-03-25T14:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,14,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-31T15:00:00.000000000Z,SPX500_USD,SP500,H1,SHORT,15,OVERLAP,85,"TREND_CONT,RSI_DIV,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-02-18T14:00:00.000000000Z,SPX500_USD,SP500,H4,SHORT,14,OVERLAP,80,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2025-10-15T16:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,16,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-10-16T16:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,16,OVERLAP,95,"TREND_CONT,VWAP,ENGULF,LIQ_SWEEP",4,WIN,2.143,1,TRAIN
2025-10-30T17:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,17,NEWYORK,80,"TREND_CONT,ENGULF,STOCH_CROSS",3,LOSS,-1.0,1,TRAIN
2025-11-11T18:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,18,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,6,TRAIN
2025-11-13T16:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,16,OVERLAP,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,WIN,2.143,2,TRAIN
2025-11-13T20:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,20,NEWYORK,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2025-12-04T16:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,16,OVERLAP,75,"BB_TOUCH,TREND_CONT,STOCH_CROSS",3,WIN,2.143,1,TRAIN
2025-12-04T17:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,17,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-10T17:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,17,NEWYORK,95,"TREND_CONT,VWAP,ENGULF,LIQ_SWEEP",4,LOSS,-1.0,1,TRAIN
2025-12-18T13:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,13,OVERLAP,85,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-23T15:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-29T20:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,20,NEWYORK,70,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,2,TRAIN
2026-01-02T15:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,15,OVERLAP,90,"GOLDEN_CROSS,ENGULF,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-02T18:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,18,NEWYORK,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-02T19:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,19,NEWYORK,80,"DEATH_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,1,TRAIN
2026-01-15T16:00:00.000000000Z,NAS100_USD,NAS100,H1,LONG,16,OVERLAP,80,"GOLDEN_CROSS,RETEST,EMA_RIBBON",3,LOSS,-1.0,3,TRAIN
2026-01-21T17:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,17,NEWYORK,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,2,TRAIN
2026-02-11T16:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,16,OVERLAP,85,"EMA_CROSS,TREND_CONT,VWAP",3,LOSS,-1.0,1,TEST
2026-02-24T15:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,15,OVERLAP,85,"TREND_CONT,RSI_DIV,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-12T16:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,16,OVERLAP,75,"DEATH_CROSS,RETEST,EMA_RIBBON",3,WIN,2.143,4,TEST
2026-03-16T16:00:00.000000000Z,NAS100_USD,NAS100,H1,SHORT,16,OVERLAP,85,"TREND_CONT,RSI_DIV,LIQ_SWEEP",3,LOSS,-1.0,2,TEST
2025-12-31T14:00:00.000000000Z,NAS100_USD,NAS100,H4,LONG,14,OVERLAP,80,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2026-03-12T13:00:00.000000000Z,NAS100_USD,NAS100,H4,SHORT,13,OVERLAP,70,"EMA_CROSS,TREND_CONT,VWAP",3,WIN,2.5,7,TEST
2025-10-17T20:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,20,NEWYORK,85,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,8,TRAIN
2025-11-06T13:00:00.000000000Z,US30_USD,DOW30,H1,LONG,13,OVERLAP,70,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,1,TRAIN
2025-11-10T13:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,13,OVERLAP,90,"TREND_CONT,RSI_DIV,ENGULF,LIQ_SWEEP",4,LOSS,-1.0,1,TRAIN
2025-11-10T15:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,15,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-01T15:00:00.000000000Z,US30_USD,DOW30,H1,LONG,15,OVERLAP,85,"EMA_CROSS,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-01T19:00:00.000000000Z,US30_USD,DOW30,H1,LONG,19,NEWYORK,70,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,1,TRAIN
2025-12-04T18:00:00.000000000Z,US30_USD,DOW30,H1,LONG,18,NEWYORK,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-08T18:00:00.000000000Z,US30_USD,DOW30,H1,LONG,18,NEWYORK,90,"BB_TOUCH,TREND_CONT,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2025-12-23T15:00:00.000000000Z,US30_USD,DOW30,H1,LONG,15,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-24T15:00:00.000000000Z,US30_USD,DOW30,H1,LONG,15,OVERLAP,90,"BB_SQUEEZE,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2025-12-29T19:00:00.000000000Z,US30_USD,DOW30,H1,LONG,19,NEWYORK,99,"TREND_CONT,RSI_DIV,ENGULF,STOCH_CROSS,LIQ_SWEEP",5,LOSS,-1.0,11,TRAIN
2026-01-02T13:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,13,OVERLAP,75,"TREND_CONT,ENGULF,STOCH_CROSS",3,WIN,2.143,1,TRAIN
2026-01-08T15:00:00.000000000Z,US30_USD,DOW30,H1,LONG,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2026-01-09T13:00:00.000000000Z,US30_USD,DOW30,H1,LONG,13,OVERLAP,70,"TREND_CONT,VWAP,ENGULF",3,WIN,2.143,1,TRAIN
2026-01-12T15:00:00.000000000Z,US30_USD,DOW30,H1,LONG,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2026-01-13T17:00:00.000000000Z,US30_USD,DOW30,H1,LONG,17,NEWYORK,80,"BB_TOUCH,TREND_CONT,STOCH_CROSS",3,LOSS,-1.0,1,TRAIN
2026-01-16T14:00:00.000000000Z,US30_USD,DOW30,H1,LONG,14,OVERLAP,70,"TREND_CONT,ENGULF,STOCH_CROSS",3,LOSS,-1.0,1,TRAIN
2026-01-23T13:00:00.000000000Z,US30_USD,DOW30,H1,LONG,13,OVERLAP,80,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TRAIN
2026-01-28T13:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,13,OVERLAP,70,"DEATH_CROSS,TREND_CONT,VWAP",3,LOSS,-1.0,1,TRAIN
2026-01-28T16:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,16,OVERLAP,85,"DEATH_CROSS,TREND_CONT,VWAP",3,LOSS,-1.0,1,TRAIN
2026-01-29T15:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,15,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,WIN,2.143,1,TRAIN
2026-02-03T15:00:00.000000000Z,US30_USD,DOW30,H1,LONG,15,OVERLAP,85,"VWAP,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-02-13T19:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,19,NEWYORK,95,"TREND_CONT,ENGULF,STOCH_CROSS,LIQ_SWEEP",4,LOSS,-1.0,12,TEST
2026-02-24T20:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,20,NEWYORK,95,"TREND_CONT,RSI_DIV,STOCH_CROSS,LIQ_SWEEP",4,LOSS,-1.0,14,TEST
2026-02-25T15:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,15,OVERLAP,85,"TREND_CONT,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-02T19:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,19,NEWYORK,80,"TREND_CONT,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-04T19:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,19,NEWYORK,85,"ENGULF,STOCH_CROSS,LIQ_SWEEP",3,WIN,2.143,10,TEST
2026-03-09T18:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,18,NEWYORK,85,"ENGULF,STOCH_CROSS,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-24T20:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,20,NEWYORK,70,"TREND_CONT,VWAP,ENGULF",3,LOSS,-1.0,1,TEST
2026-03-25T14:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,14,OVERLAP,85,"TREND_CONT,VWAP,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-26T15:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,15,OVERLAP,85,"TREND_CONT,EMA_RIBBON,LIQ_SWEEP",3,WIN,2.143,1,TEST
2026-03-30T14:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,14,OVERLAP,90,"EMA_CROSS,ENGULF,LIQ_SWEEP",3,LOSS,-1.0,1,TEST
2026-03-31T15:00:00.000000000Z,US30_USD,DOW30,H1,SHORT,15,OVERLAP,95,"TREND_CONT,VWAP,ENGULF,LIQ_SWEEP",4,LOSS,-1.0,1,TEST
2025-12-31T14:00:00.000000000Z,US30_USD,DOW30,H4,LONG,14,OVERLAP,95,"TREND_CONT,ENGULF,STOCH_CROSS,LIQ_SWEEP",4,LOSS,-1.0,1,TRAIN
2026-03-25T17:00:00.000000000Z,US30_USD,DOW30,H4,SHORT,17,NEWYORK,80,"TREND_CONT,ENGULF,STOCH_CROSS",3,WIN,2.5,12,TEST
